Gender,Branch,College_Tier,CGPA,Internships,Projects,Aptitude_Score,Communication_Score,Technical_Score,Backlogs,Attendance_Percentage,Certifications,Coding_Rating,Placement,Salary_LPA
Male,EEE,Tier 2,7.73,0,6,62,70,91,0,81.97,4,1023,1,12.69
Female,CSE,Tier 2,9.82,4,7,46,59,46,0,91.13,1,966,1,17.39
Male,CIVIL,Tier 1,8.72,1,3,80,79,63,1,96.91,6,1657,1,15.86
Female,IT,Tier 2,8.53,2,7,71,93,80,1,80.59,3,904,1,15.45
Male,MECH,Tier 2,9.48,1,3,93,73,67,2,78.89,0,1018,1,16.16
Female,MECH,Tier 3,9.07,3,8,43,88,65,0,83.83,0,1082,0,0
Male,EEE,Tier 3,5.88,0,3,87,81,78,1,65.69,2,875,0,0
Female,CIVIL,Tier 2,6.26,4,9,71,56,41,2,61.77,6,1255,0,0
Male,CSE,Tier 3,7.37,3,4,72,94,87,2,86.04,4,1916,0,0
Female,IT,Tier 1,8.45,2,4,45,86,47,2,63.25,4,1750,1,16.89
Male,CIVIL,Tier 1,9.5,1,8,58,92,51,0,85.16,5,1975,1,18.37
Female,CSE,Tier 1,6.86,3,5,46,52,41,1,89.96,6,1847,1,14.8
Female,EEE,Tier 1,5.43,5,5,72,43,91,2,91.93,2,1271,1,13.55
Male,IT,Tier 3,6.22,1,1,46,85,52,1,86.53,5,1442,0,0
Female,EEE,Tier 1,8.06,4,1,89,55,69,1,75.55,7,1382,1,17.61
Female,ECE,Tier 1,6.38,3,9,68,89,57,0,84.59,4,1827,1,14.27
Male,MECH,Tier 1,5.64,5,7,70,76,57,0,64.45,0,830,1,11.75
Female,CIVIL,Tier 1,8.5,4,1,58,81,82,4,91.89,7,1413,1,18.28
Female,CSE,Tier 2,7.51,1,1,71,92,65,0,85.58,1,884,0,0
Male,IT,Tier 3,7.84,4,5,75,95,69,0,70.38,5,1764,0,0
Female,CIVIL,Tier 3,6.12,4,1,53,62,45,3,69.74,3,1138,0,0
Female,CIVIL,Tier 3,8.36,4,6,65,40,42,4,71.25,1,1580,0,0
Female,CIVIL,Tier 1,6.34,4,4,59,79,67,1,88.59,6,1470,1,14.27
Female,ECE,Tier 1,8.78,0,6,58,67,90,4,85.41,7,1147,1,15.57
Male,ECE,Tier 3,9.86,4,1,98,55,84,1,89.26,6,1398,0,0
Male,CIVIL,Tier 2,7.2,2,6,86,41,78,1,88.02,1,1265,1,14.29
Male,IT,Tier 1,7.94,2,6,44,97,56,4,78.31,5,1805,1,16.19
Male,EEE,Tier 3,5.76,1,6,69,66,97,2,72.91,0,1847,0,0
Male,EEE,Tier 1,8.54,4,6,88,64,68,1,82.69,2,1964,1,19.5
Male,EEE,Tier 2,7.76,4,4,72,58,68,3,88.25,4,875,0,0
Female,EEE,Tier 1,7.52,3,3,89,78,53,3,96.73,0,1609,1,15.37
Female,ECE,Tier 2,8.51,5,8,99,72,73,0,94.43,7,954,1,16.84
Female,CIVIL,Tier 1,8.03,2,3,79,98,91,3,65.12,6,1144,1,16.16
Female,EEE,Tier 2,5.77,1,7,84,60,81,2,94.74,5,1826,0,0
Female,IT,Tier 2,6.13,5,7,78,48,68,3,67.6,1,1194,0,0
Male,ECE,Tier 1,9.78,3,5,90,68,63,0,64.23,4,913,1,17.98
Male,EEE,Tier 3,6.85,0,5,69,88,45,0,68,2,1298,0,0
Male,CIVIL,Tier 2,8.77,2,1,63,93,75,1,60.01,4,1416,1,15.55
Female,EEE,Tier 2,5.41,2,2,56,55,88,4,89.16,0,1701,0,0
Male,IT,Tier 3,7.5,2,7,76,58,93,0,96.18,7,1794,0,0
Male,ECE,Tier 2,6.46,5,9,87,78,86,4,81.28,1,962,1,12.99
Female,ECE,Tier 1,6.09,1,3,63,94,57,2,71.6,5,1650,1,13.05
Male,CIVIL,Tier 1,6.81,2,3,52,85,94,1,73.9,2,1131,1,14.53
Male,ECE,Tier 1,6.29,1,9,96,53,79,3,88.33,2,1717,1,14.85
Female,CSE,Tier 3,7.89,1,9,86,58,51,1,96.65,0,1140,0,0
Male,ECE,Tier 1,5.03,4,9,49,63,50,0,67.51,7,1619,1,11.94
Female,MECH,Tier 2,5.26,4,6,98,64,97,1,72.66,5,1130,1,12.33
Male,ECE,Tier 3,5.58,3,1,93,69,51,1,63.86,3,1005,0,0
Male,MECH,Tier 1,8.41,1,1,67,44,94,4,75.54,7,1508,1,16.63
Male,ECE,Tier 1,7.36,1,5,60,86,96,4,68.2,3,1174,1,15.68
Female,IT,Tier 1,6.77,1,5,49,80,77,1,60.48,4,1528,1,13.41
Male,MECH,Tier 3,7.07,4,9,74,79,70,4,63.36,2,1608,0,0
Female,CSE,Tier 3,6.66,2,5,87,80,62,2,70.3,4,1279,0,0
Male,ECE,Tier 3,6.4,0,7,76,77,48,4,67.95,5,1986,0,0
Female,IT,Tier 2,7.84,3,8,51,96,79,3,66.14,2,1629,1,16.01
Female,ECE,Tier 1,9.42,1,7,67,42,75,1,67.19,5,1848,1,18.73
Female,MECH,Tier 1,9.74,2,4,51,54,77,0,63.29,2,1226,1,19.12
Female,EEE,Tier 2,5.06,2,7,76,89,45,4,85.06,5,1744,0,0
Female,IT,Tier 1,6.92,4,4,53,93,82,2,89.51,6,1902,1,16.46
Female,MECH,Tier 2,9.14,5,9,55,42,99,3,64.58,7,1450,1,19.05
Male,CSE,Tier 1,7.26,0,3,90,67,46,1,85.45,4,1202,1,10.76
Male,CSE,Tier 1,8.27,0,1,84,67,93,2,64.94,1,1514,1,16.35
Male,ECE,Tier 1,7.15,0,5,94,71,73,2,77.34,0,1301,1,13.86
Male,IT,Tier 1,7.02,4,6,73,72,55,1,67.4,5,1215,1,15.13
Female,CIVIL,Tier 2,5.9,2,8,90,44,45,2,94.55,4,936,0,0
Male,IT,Tier 3,7.64,5,5,98,53,92,3,91.01,5,1493,0,0
Female,MECH,Tier 3,7.33,2,1,46,66,42,1,89.36,7,1745,0,0
Male,MECH,Tier 3,6.82,0,5,82,76,47,0,94.04,6,1234,0,0
Female,CSE,Tier 1,6.78,4,4,52,83,76,4,96.82,6,875,1,15.25
Male,IT,Tier 3,6.01,1,2,61,63,49,4,63.86,4,926,0,0
Male,CSE,Tier 3,8.15,4,7,92,78,52,1,73.64,6,1486,0,0
Female,EEE,Tier 3,8.61,3,4,80,76,88,4,72,7,1483,0,0
Male,CIVIL,Tier 2,8.76,1,5,59,49,99,0,98.37,4,937,1,15.7
Male,IT,Tier 1,8.71,5,4,82,74,88,1,96.02,2,1752,1,19.93
Male,CIVIL,Tier 2,7.68,1,1,76,71,45,2,64.81,6,989,0,0
Male,CIVIL,Tier 1,7.99,1,6,55,66,56,4,63.32,1,1234,1,14.94
Female,CIVIL,Tier 3,7.88,4,8,56,40,50,0,93.35,4,1525,0,0
Female,IT,Tier 2,8.41,4,4,97,97,44,3,77.33,4,1719,1,18.75
Female,CIVIL,Tier 3,5.67,4,2,62,56,78,0,76.75,5,1189,0,0
Female,CIVIL,Tier 1,5.79,4,8,73,94,99,0,83.64,5,1450,1,14.66
Male,IT,Tier 1,5.5,4,5,53,70,76,0,88.89,3,1231,1,14.13
Female,CIVIL,Tier 2,5.48,1,8,48,79,92,3,87.45,3,1722,0,0
Female,CSE,Tier 3,6.08,1,8,96,40,85,3,67.34,0,1895,0,0
Male,CIVIL,Tier 2,6.83,0,7,61,91,57,0,86.29,0,847,0,0
Female,EEE,Tier 2,7.18,5,7,47,76,54,2,62.68,5,1876,1,16.67
Male,ECE,Tier 2,7.2,1,3,58,79,63,2,93.21,3,1401,0,0
Male,ECE,Tier 1,5.93,0,7,95,50,87,2,98.44,2,1654,1,13.08
Male,CSE,Tier 3,7.53,1,4,87,75,76,1,98.41,1,1377,0,0
Male,MECH,Tier 3,6.43,2,3,85,58,75,1,72.72,6,1572,0,0
Male,IT,Tier 3,6.84,4,2,50,81,61,4,73.75,0,1985,0,0
Male,IT,Tier 1,8.18,1,5,74,98,87,4,96.62,4,1154,1,14.83
Female,MECH,Tier 3,8.77,1,9,51,60,73,0,77.77,2,1233,0,0
Female,CIVIL,Tier 1,7.44,4,1,90,60,41,3,99.22,0,1980,1,15.95
Female,IT,Tier 2,6.76,0,5,77,56,95,3,89.77,0,1802,0,0
Female,CIVIL,Tier 2,5.63,0,7,89,53,57,1,85.78,5,1198,0,0
Female,MECH,Tier 2,7.06,4,8,90,84,44,2,68.36,3,1972,1,15.88
Male,ECE,Tier 3,9.57,0,6,83,52,97,3,63.57,7,1434,0,0
Male,CIVIL,Tier 2,5.84,3,2,99,61,78,1,77.66,4,1466,0,0
Female,CSE,Tier 3,7.9,1,4,80,53,53,0,70.5,0,1580,0,0
Male,MECH,Tier 2,8.15,2,8,56,94,86,4,97.33,2,1081,1,14.61
Male,MECH,Tier 3,6.73,0,7,94,72,64,3,84.98,6,1919,0,0
Female,CSE,Tier 1,8.61,2,7,86,51,42,2,80.12,1,1531,1,16.27
Male,CIVIL,Tier 2,6.72,2,4,75,65,61,0,65.32,4,954,0,0
Male,MECH,Tier 3,9.34,2,9,96,97,60,4,89.32,4,1681,0,0
Female,ECE,Tier 2,5.23,2,1,75,64,82,2,98.67,1,1141,0,0
Male,MECH,Tier 2,6,0,4,48,79,82,3,62.52,4,917,0,0
Male,CIVIL,Tier 3,5.11,4,1,41,67,76,2,94.28,1,1578,0,0
Male,MECH,Tier 3,5.68,5,1,67,72,77,0,98.73,1,1412,0,0
Male,CSE,Tier 2,8.56,2,7,75,90,84,4,92.82,5,1965,1,17.69
Female,EEE,Tier 2,6.12,0,7,57,89,91,1,99.53,5,1032,1,11.94
Female,EEE,Tier 3,5.28,0,2,58,67,76,0,77.25,5,1760,0,0
Male,CSE,Tier 2,7.67,1,7,43,48,74,4,76.34,2,1652,0,0
Male,EEE,Tier 1,8.56,0,8,63,73,43,0,91.69,4,1535,1,15.76
Female,EEE,Tier 3,7.24,5,9,47,84,63,3,76.45,5,1465,0,0
Male,CIVIL,Tier 2,6.5,1,1,71,91,89,1,61.08,6,800,0,0
Female,CIVIL,Tier 3,5.42,4,7,95,49,82,2,75.48,7,977,0,0
Female,CSE,Tier 2,6.83,1,3,83,97,90,3,71.8,6,833,0,0
Male,CSE,Tier 3,7.51,1,9,85,47,92,0,94.28,5,1278,0,0
Male,MECH,Tier 2,5.27,3,2,70,60,62,1,65.39,2,1229,0,0
Female,CSE,Tier 1,8.33,1,7,50,44,64,1,99.93,0,1331,1,15.04
Male,CSE,Tier 3,9.01,2,6,55,64,67,2,94.14,3,1287,0,0
Female,CIVIL,Tier 3,9.59,2,8,73,41,40,1,61.25,5,830,0,0
Male,IT,Tier 2,8.71,3,8,44,79,42,4,69.92,6,1359,0,0
Female,MECH,Tier 2,7.38,1,2,80,74,94,4,84.65,1,1747,0,0
Male,CSE,Tier 1,9.66,2,4,52,64,99,4,95.15,0,1664,1,20.67
Male,CIVIL,Tier 1,9.02,5,1,77,90,62,4,63.01,7,1790,1,20.33
Female,CSE,Tier 1,6.43,0,4,55,94,90,0,88.59,0,1675,1,14.08
Female,MECH,Tier 2,6.45,3,8,85,57,51,4,77.3,2,1065,0,0
Male,MECH,Tier 1,6.06,3,4,61,43,68,1,60.31,5,1328,1,14.45
Female,MECH,Tier 3,8.65,3,3,83,93,52,0,64.16,2,1251,0,0
Male,CSE,Tier 3,8.9,3,9,78,66,94,0,80.17,7,1432,1,18.43
Female,CSE,Tier 2,9.06,5,3,69,48,98,1,69.26,4,1134,1,20.45
Male,ECE,Tier 1,6.02,3,5,65,54,68,0,65.34,4,1471,1,13.86
Female,MECH,Tier 1,9.6,3,6,45,74,78,2,82.12,3,1346,1,20.29
Male,ECE,Tier 1,5.54,2,1,92,89,70,1,99.83,6,1977,1,13.44
Female,IT,Tier 3,7.55,4,9,73,40,69,3,69.01,1,1769,0,0
Male,ECE,Tier 1,7.81,4,1,57,44,98,0,71.55,7,1797,1,17.88
Female,MECH,Tier 1,6.87,1,9,99,72,67,2,68.87,6,1443,1,14.12
Male,MECH,Tier 2,6.54,0,3,60,99,51,1,68.76,2,1245,0,0
Female,MECH,Tier 3,7.38,1,7,82,76,54,1,83.21,1,1232,0,0
Male,MECH,Tier 2,5.28,4,1,74,98,40,1,99.38,0,1207,0,0
Female,CIVIL,Tier 2,7.2,5,5,74,54,41,1,99.06,1,1663,0,0
Female,CSE,Tier 2,7.12,5,2,91,45,49,4,60.16,1,1566,0,0
Male,EEE,Tier 1,5.6,2,6,49,69,80,0,79.2,6,1805,1,13.73
Male,CIVIL,Tier 3,9.62,5,5,49,55,64,4,67.11,7,1121,0,0
Female,CSE,Tier 1,9.1,0,6,55,74,89,4,60.44,0,851,1,16.76
Female,CIVIL,Tier 3,7.78,0,3,99,97,47,1,63.01,1,1911,0,0
Female,MECH,Tier 3,5.75,4,6,66,46,71,2,73.6,0,1062,0,0
Male,IT,Tier 1,6.08,3,6,86,56,58,0,88,5,1237,1,12.97
Female,CSE,Tier 2,5.51,0,1,69,43,51,0,64.22,7,1522,0,0
Male,MECH,Tier 3,5.1,5,9,68,49,84,1,61.94,6,1542,0,0
Female,CSE,Tier 3,5.61,4,2,61,56,63,2,92.21,7,1635,0,0
Male,CSE,Tier 2,9.04,2,3,92,47,50,3,64.54,5,1855,0,0
Female,EEE,Tier 1,6.08,4,8,46,67,59,1,92.79,6,880,1,13.35
Male,IT,Tier 1,5.68,0,2,79,66,98,0,63.71,2,1816,1,12.59
Female,CIVIL,Tier 3,9.27,4,3,60,40,94,0,93.49,6,1208,0,0
Female,EEE,Tier 1,7.48,0,2,49,47,84,2,81.78,2,1217,1,12.94
Female,MECH,Tier 1,5.58,3,5,89,92,99,3,61.32,4,1737,1,14.18
Male,EEE,Tier 3,6.25,1,3,95,60,78,2,81.12,4,1981,0,0
Female,CSE,Tier 2,6.52,3,6,81,87,47,0,93.15,4,1541,1,14.52
Male,IT,Tier 3,8.62,5,3,61,63,54,4,88.2,2,1358,0,0
Male,ECE,Tier 1,7.99,4,8,46,77,48,3,71.81,7,1749,1,17.16
Female,CIVIL,Tier 2,7.71,5,1,52,80,48,0,84.63,3,1260,0,0
Female,EEE,Tier 2,9.29,1,7,64,43,45,0,91.54,4,1376,1,15.43
Female,EEE,Tier 2,5.25,4,8,61,61,67,3,89.38,2,1505,0,0
Male,CSE,Tier 2,9.75,5,2,97,85,78,4,75.32,3,1625,1,19.86
Female,CIVIL,Tier 1,9.07,0,3,50,63,93,3,75.85,4,1872,1,18.77
Male,ECE,Tier 2,7.95,5,4,60,54,70,4,61.21,6,1293,0,0
Male,EEE,Tier 1,6.9,3,1,71,94,63,1,77.41,5,1603,1,15.94
Male,CSE,Tier 2,5.56,1,7,62,53,65,3,62.66,1,1301,0,0
Male,EEE,Tier 2,9.37,1,7,51,93,87,2,71.99,3,1179,1,17.9
Male,CSE,Tier 1,6.71,0,7,67,54,73,0,63.52,5,987,1,11.95
Male,CSE,Tier 3,8.47,5,4,52,56,62,0,62.4,3,1247,0,0
Female,IT,Tier 1,8.99,1,7,83,70,59,1,62.33,6,803,1,15.35
Male,EEE,Tier 1,9.59,4,1,51,60,52,3,67.45,4,933,1,18.22
Female,CIVIL,Tier 3,8.15,4,2,67,49,70,3,93.4,6,1272,0,0
Male,EEE,Tier 3,9.4,2,3,94,84,41,3,99.16,0,1962,0,0
Female,CSE,Tier 3,8.38,1,7,69,69,91,4,84.5,2,1594,0,0
Female,CIVIL,Tier 1,8.54,3,8,89,83,82,4,92.07,5,1629,1,18.48
Female,EEE,Tier 1,9.06,2,2,76,81,97,2,82.31,5,1418,1,19.49
Female,MECH,Tier 2,5.59,1,3,91,41,86,1,98.34,3,1734,0,0
Female,MECH,Tier 3,8.85,3,4,94,59,91,2,94.82,0,1387,0,0
Male,CIVIL,Tier 3,8.11,1,9,85,59,62,2,82.15,0,1737,0,0
Male,ECE,Tier 1,7.69,2,4,97,91,91,4,88.23,2,908,1,15.74
Female,MECH,Tier 1,5.43,3,5,58,53,47,0,98.75,5,1904,1,12.82
Male,EEE,Tier 1,7.63,0,5,92,45,52,3,86.27,0,1343,0,0
Male,CSE,Tier 1,6.31,4,4,69,73,64,1,68.85,7,1277,1,13.29
Male,CIVIL,Tier 1,8.94,4,9,94,80,67,0,67.32,0,1826,1,19.88
Female,CSE,Tier 2,9.08,1,2,58,41,83,3,65.21,5,961,0,0
Male,ECE,Tier 1,6.91,2,7,74,61,86,1,82.23,2,1051,1,12.75
Female,EEE,Tier 3,7.93,5,4,97,70,70,2,95.51,2,1564,0,0
Male,EEE,Tier 2,6.61,3,6,98,89,90,4,72.3,7,1153,1,14.9
Male,ECE,Tier 2,7.25,1,5,74,42,82,3,77.77,6,1752,0,0
Male,CSE,Tier 3,6.98,1,5,92,95,97,4,82.34,5,1233,0,0
Male,MECH,Tier 2,9.85,2,4,75,86,72,0,98.52,6,930,1,16.85
Female,IT,Tier 3,5.56,1,8,59,81,97,1,98.49,6,1758,0,0
Male,EEE,Tier 3,9.66,0,2,51,99,41,0,94,6,1261,0,0
Male,IT,Tier 2,8.07,1,2,88,46,53,3,87.68,4,843,0,0
Female,CSE,Tier 2,7.31,5,3,96,84,56,0,65.9,0,1630,1,15.19
Male,EEE,Tier 1,8.78,1,9,94,51,96,4,93.85,7,1109,1,16.62
Male,EEE,Tier 1,7.51,5,7,65,87,75,0,82.71,6,1766,1,17.97
Female,IT,Tier 2,7.01,5,7,72,87,43,2,97.67,3,1402,1,14.03
Female,ECE,Tier 3,6.31,5,6,60,71,70,0,81.02,5,1829,0,0
Male,CSE,Tier 1,7.27,0,4,83,73,95,2,97.76,4,858,1,13.32
Male,ECE,Tier 2,9.49,1,2,89,76,47,3,87.45,4,1586,0,0
Male,CSE,Tier 1,5.43,1,4,44,80,66,2,75,3,849,0,0
Female,ECE,Tier 2,8.28,3,6,73,64,53,3,93.4,2,824,0,0
Female,ECE,Tier 3,8.93,2,2,47,81,53,0,60.69,5,1849,0,0
Female,CIVIL,Tier 3,7.71,0,9,58,63,92,0,61.97,1,1523,0,0
Female,ECE,Tier 3,9.4,2,6,71,46,97,2,96.81,6,1303,0,0
Female,MECH,Tier 3,9.38,5,8,88,42,60,2,97.77,0,1193,0,0
Female,IT,Tier 2,5.56,5,9,91,72,61,0,87.71,1,935,1,10.77
Female,IT,Tier 3,5.8,4,1,97,87,63,3,74.39,7,1479,0,0
Female,IT,Tier 2,9.66,5,6,77,53,85,1,92.99,6,1755,1,21.44
Male,CSE,Tier 2,7.16,4,8,61,79,59,2,98.02,0,905,1,15.24
Female,CSE,Tier 2,8.74,3,6,78,92,75,3,69.61,4,1935,1,19.1
Male,CSE,Tier 2,7.97,5,6,41,71,92,3,92.69,1,1681,1,18.72
Male,EEE,Tier 1,8.7,2,6,53,72,56,4,83.56,5,1398,1,16.72
Female,MECH,Tier 2,5.05,3,9,71,42,87,3,99.11,2,1706,0,0
Male,EEE,Tier 1,9.79,5,7,94,50,89,2,90.84,2,1503,1,20.46
Female,IT,Tier 2,9.31,2,4,41,90,63,2,67.56,4,1423,1,17.77
Male,ECE,Tier 1,9.76,3,8,83,79,53,1,72.33,1,1827,1,19.61
Female,MECH,Tier 3,5.73,0,1,46,71,92,4,66.35,2,1592,0,0
Female,EEE,Tier 2,6.46,1,8,65,53,56,3,91.95,3,1398,0,0
Female,EEE,Tier 2,6.07,1,4,43,68,75,0,83.39,4,1727,0,0
Male,EEE,Tier 2,7.05,2,8,96,44,65,0,61.22,5,1952,1,15.54
Male,EEE,Tier 1,5.4,3,5,40,46,44,0,75.71,5,1863,0,0
Male,IT,Tier 2,7.51,3,4,75,72,95,1,85.98,0,1522,1,17.25
Male,EEE,Tier 1,9.58,4,5,68,68,60,4,85.63,2,1810,1,20.04
Male,CIVIL,Tier 3,6.42,0,7,61,70,84,0,80.15,5,1339,0,0
Female,CSE,Tier 1,6.12,4,8,75,47,53,1,82.93,4,1787,1,15.18
Male,EEE,Tier 1,5.5,3,6,73,74,99,0,76.92,2,1097,1,13.12
Male,CIVIL,Tier 2,8.35,4,8,86,51,70,2,87.14,5,1487,1,16.55
Female,CIVIL,Tier 1,8.61,1,2,71,58,46,4,71.81,4,1201,0,0
Female,CSE,Tier 3,8.93,0,6,43,65,64,0,69.44,3,1831,0,0
Male,ECE,Tier 1,8.97,0,4,95,67,77,1,77.78,1,1724,1,16.98
Female,MECH,Tier 1,8.57,1,1,54,84,55,4,83.32,7,1115,0,0
Female,EEE,Tier 1,7.14,2,9,84,69,75,4,70.95,2,1744,1,15.47
Female,ECE,Tier 2,5.68,1,3,62,92,74,2,95.54,6,884,0,0
Female,MECH,Tier 2,9.52,2,4,89,92,86,3,66.61,4,1488,1,19.12
Male,EEE,Tier 1,6.22,2,5,90,50,84,3,84.82,2,1669,1,13.47
Male,ECE,Tier 2,9.48,5,8,45,77,41,2,86.71,3,1839,1,20.46
Male,CIVIL,Tier 2,6.27,2,7,84,73,46,1,66.48,0,1908,0,0
Female,CSE,Tier 1,7.2,0,6,48,82,51,4,99.59,4,1278,0,0
Male,EEE,Tier 1,6.36,5,9,54,80,99,2,63.66,5,1215,1,14.64
Female,ECE,Tier 3,9.59,3,8,94,69,41,1,70,1,1841,0,0
Female,ECE,Tier 2,6.98,2,8,58,46,62,2,74.76,7,1472,0,0
Male,IT,Tier 2,8.16,1,9,49,68,65,4,68.48,6,941,0,0
Male,CIVIL,Tier 1,7.09,3,5,59,54,95,2,66.43,3,1968,1,16.21
Male,EEE,Tier 2,6.23,3,1,91,88,62,0,62.36,6,1981,1,12.96
Male,EEE,Tier 2,6.41,4,9,52,81,72,0,95.88,4,1072,1,13.42
Female,ECE,Tier 1,7.84,2,9,56,74,86,3,60.14,3,1801,1,16.29
Male,CIVIL,Tier 1,9.55,0,1,83,49,62,0,73.13,4,1488,1,16.5
Female,MECH,Tier 2,6.7,2,2,67,96,98,3,69.19,7,1509,1,14.8
Female,EEE,Tier 3,6.54,2,6,58,62,65,2,96.25,5,1319,0,0
Male,EEE,Tier 3,6.49,4,9,93,69,48,3,70.9,7,1496,0,0
Male,EEE,Tier 1,6.3,5,6,47,99,82,4,91.44,3,1789,1,17.24
Male,CIVIL,Tier 1,7.44,1,7,75,45,55,4,92.16,7,1166,0,0
Male,IT,Tier 1,5.09,3,1,62,46,79,1,90.43,7,1081,1,12.09
Female,CIVIL,Tier 3,9.16,5,9,40,98,90,3,77.53,5,1209,1,19.52
Female,ECE,Tier 1,8.91,1,4,91,47,72,0,82.81,0,1094,1,15.82
Female,CSE,Tier 1,7.87,2,3,86,84,95,4,93.78,5,950,1,16.99
Male,ECE,Tier 1,8.74,5,8,41,65,68,0,97.13,2,930,1,17.67
Female,CIVIL,Tier 1,6.94,1,7,78,62,96,0,62.2,6,1100,1,13.63
Female,CSE,Tier 1,8.23,4,2,47,46,62,2,68.65,4,1364,1,16.88
Male,IT,Tier 1,5.69,5,5,69,56,84,2,69.71,7,1242,1,14.54
Male,IT,Tier 1,7.09,0,8,60,85,91,1,74.87,2,1623,1,15.29
Male,EEE,Tier 2,6.76,1,1,41,74,88,2,84.66,5,1468,0,0
Male,ECE,Tier 2,8.47,1,9,44,49,72,4,89.92,1,1433,0,0
Male,CSE,Tier 2,7.5,0,7,89,93,46,3,61.78,1,1741,0,0
Female,ECE,Tier 3,8.62,1,6,77,87,74,3,72.94,7,1837,0,0
Male,IT,Tier 3,7.92,0,3,57,43,79,1,95.66,0,1034,0,0
Male,MECH,Tier 2,7.13,1,9,80,82,69,4,79.49,3,922,0,0
Male,ECE,Tier 2,7.51,1,8,69,78,86,0,80.77,5,963,1,14.35
Male,CIVIL,Tier 1,6.69,0,4,81,73,57,3,97.28,1,1115,0,0
Male,IT,Tier 3,6.59,2,9,78,57,56,4,80.53,5,1290,0,0
Male,IT,Tier 1,5.43,1,9,54,95,66,4,76.81,2,941,1,9.65
Female,MECH,Tier 2,9.9,2,5,95,89,52,1,96.82,3,1159,1,17.19
Male,MECH,Tier 2,8.59,1,3,42,74,66,0,75.93,2,1824,1,17.02
Male,CSE,Tier 2,9.75,3,6,49,58,96,1,67.74,4,1679,1,21.31
Male,EEE,Tier 1,6.8,5,8,78,53,91,4,61.05,3,987,1,16.44
Female,IT,Tier 1,6.16,3,9,88,88,54,0,66.05,3,1971,1,15.16
Male,CSE,Tier 3,7.68,3,6,89,63,94,3,73.08,7,1972,0,0
Male,MECH,Tier 3,6.85,1,5,92,99,84,2,88.41,3,1864,0,0
Male,ECE,Tier 2,6.91,5,8,97,94,78,4,86.51,3,960,1,13.01
Female,ECE,Tier 1,5.97,4,1,61,57,72,2,95.44,3,1862,1,15.98
Male,EEE,Tier 1,8.17,1,7,49,56,66,0,98.87,4,1490,1,15.22
Male,CSE,Tier 1,6.84,5,4,78,89,70,0,94.26,3,996,1,14.63
Male,ECE,Tier 3,5.36,2,1,89,79,73,2,66.42,5,1650,0,0
Male,MECH,Tier 1,5.91,1,2,53,66,56,3,78.14,1,1609,0,0
Male,CSE,Tier 1,8.12,3,1,73,68,51,4,98.51,1,1824,1,16.67
Female,IT,Tier 2,9.35,4,9,41,96,99,3,65.27,2,819,1,18.82
Female,MECH,Tier 3,6.27,2,9,59,70,91,1,88.38,7,960,0,0
Male,CSE,Tier 1,6.41,1,6,72,79,68,2,98.97,6,1184,1,12.82
Female,MECH,Tier 1,7.57,3,5,65,98,40,3,67.64,4,1161,1,15.1
Male,MECH,Tier 3,9.52,3,4,87,68,54,2,76.61,7,1742,0,0
Female,MECH,Tier 2,8.65,3,8,55,90,44,0,82.3,1,1575,1,16.43
Male,CIVIL,Tier 1,6.36,3,8,80,95,91,3,80.64,3,1834,1,15.91
Female,CSE,Tier 3,8.8,5,3,55,61,77,0,65.16,3,1828,0,0
Male,CSE,Tier 2,7.4,5,1,82,71,70,1,80.7,5,1777,1,17.13
Female,IT,Tier 2,8.12,4,5,58,63,87,3,60.77,3,840,1,16.07
Female,ECE,Tier 3,8.52,4,3,95,48,86,4,87.33,0,1380,0,0
Female,EEE,Tier 1,9.82,2,8,63,49,86,0,77.16,1,1373,1,19.75
Male,CSE,Tier 3,8.13,0,7,60,94,55,3,91.62,2,1829,0,0
Male,EEE,Tier 2,9.77,4,7,75,58,50,2,81.23,2,1041,1,17.18
Male,IT,Tier 1,8.57,3,8,91,76,63,3,73.9,2,1087,1,16.62
Female,CIVIL,Tier 3,7.68,3,7,70,59,98,0,81.41,4,1901,0,0
Male,EEE,Tier 2,6.47,0,8,70,95,41,4,70.15,6,1543,0,0
Female,MECH,Tier 1,6.71,2,7,65,73,90,1,93.76,4,1899,1,15.44
Male,CIVIL,Tier 2,9.14,2,4,85,96,55,3,99.02,5,1535,1,17.82
Male,EEE,Tier 1,8.2,3,1,48,93,62,3,99.63,2,992,1,14.79
Female,IT,Tier 2,6.78,5,1,98,41,79,0,97.6,3,1486,1,15.97
Male,ECE,Tier 1,5.04,1,7,79,51,67,0,80.6,6,852,1,9.42
Male,CSE,Tier 2,8.04,2,5,98,79,96,4,82.85,3,1984,1,17.9
Female,CSE,Tier 1,8.37,3,7,93,67,48,0,81.11,4,1239,1,15.71
Female,EEE,Tier 2,7.5,1,4,73,47,63,4,73.5,2,1188,0,0
Male,ECE,Tier 3,9.7,2,9,73,92,94,4,80.5,6,1595,0,0
Male,EEE,Tier 2,6.92,5,7,53,81,47,4,95.11,6,1229,0,0
Female,EEE,Tier 1,8.08,3,1,83,77,96,0,92.06,1,989,1,16.48
Male,CIVIL,Tier 3,6.23,1,2,47,49,76,1,86.31,1,1534,0,0
Female,ECE,Tier 1,9.53,5,2,82,47,74,4,98,6,1258,1,19.77
Female,MECH,Tier 2,8.22,4,3,67,89,83,2,63,6,1678,1,16.86
Male,EEE,Tier 1,5.63,0,8,42,94,85,0,70.8,1,1950,1,12.78
